,Date,Win_Score,Lose_Score,Home,Away,WinnerHome,KenPomRank_Away,KenPomVal_Away,BPIrank_Away,BPIval_Away,SRS_Away,SOS_Away,o_eff_Away,d_eff_Away,ppg_Away,papg_Away,Pace_Away,Three_Par_Away,True_Shoot_Away,Tov_Away,Opp_Three_Par_Away,Opp_True_Shoot_Away,Opp_Tov_Away,KenPomRank_Home,KenPomVal_Home,BPIrank_Home,BPIval_Home,SRS_Home,SOS_Home,o_eff_Home,d_eff_Home,ppg_Home,papg_Home,Pace_Home,Three_Par_Home,True_Shoot_Home,Tov_Home,Opp_Three_Par_Home,Opp_True_Shoot_Home,Opp_Tov_Home
1285,2018-12-05,98,74,Colorado State,Arkansas,0,54.0,+12.92,61,7.4,11.75,8.78,110.55,93.72,75.3,72.3,71.7,.375,.540,16.0,.420,.532,19.3,180.0,-1.39,197,-1.5,-0.11,1.41,108.33,107.68,74.8,75.2,68.9,.397,.572,15.1,.413,.557,14.1
1286,2018-12-05,75,69,Loyola (IL),Ball State,0,133.0,+3.91,126,2.9,3.39,1.21,103.58,98.22,75.1,71.6,71.7,.328,.556,17.7,.349,.504,15.4,131.0,+4.18,117,3.2,3.99,-0.16,104.63,98.04,65.6,60.8,63.7,.334,.573,17.3,.391,.532,18.7
1287,2018-12-05,74,68,Morgan State,Binghamton,1,332.0,-16.74,326,-9.8,-13.92,-4.69,93.23,113.43,65.2,72.0,67.3,.428,.523,16.6,.390,.538,14.7,333.0,-17.85,337,-12.1,-15.98,-10.70,88.97,109.88,72.0,76.8,73.9,.271,.483,15.2,.372,.562,20.5
1288,2018-12-05,82,64,Cleveland State,Bowling Green State,1,105.0,+6.04,133,2.5,4.24,0.86,106.67,100.33,78.5,73.4,72.8,.357,.535,14.2,.435,.529,15.8,278.0,-9.70,299,-7.0,-7.96,-1.52,99.75,110.11,74.2,78.6,71.4,.447,.545,16.3,.399,.545,14.6
1289,2018-12-05,70,55,Butler,Brown,1,153.0,+1.24,142,1.4,-0.62,-3.29,97.25,98.06,73.6,68.9,72.6,.410,.549,17.6,.409,.510,18.3,72.0,+9.24,66,6.9,9.22,8.10,112.20,98.60,71.9,70.8,67.1,.428,.548,14.2,.394,.559,16.8
1290,2018-12-05,71,62,Northern Illinois,UC-Davis,1,252.0,-7.61,257,-5.0,-6.26,-1.50,95.01,103.44,65.7,68.6,67.0,.370,.531,17.7,.377,.551,19.0,136.0,+3.72,153,0.9,2.58,1.11,108.53,104.35,73.7,71.0,68.4,.322,.556,15.2,.449,.544,16.4
1291,2018-12-05,69,66,California Baptist,UC-Irvine,0,73.0,+9.16,85,5.5,5.70,-2.30,105.56,96.14,72.3,63.6,66.2,.325,.543,15.2,.338,.480,14.6,197.0,-2.82,210,-2.5,-3.89,-4.12,103.52,107.65,77.5,72.3,70.1,.430,.563,15.1,.337,.521,14.1
1292,2018-12-05,86,41,Louisville,Central Arkansas,1,302.0,-11.44,306,-8.0,-11.37,-4.81,96.60,111.29,72.2,75.7,72.0,.412,.537,17.7,.403,.540,15.9,23.0,+19.35,19,13.4,17.28,11.04,115.35,90.30,74.6,68.4,68.4,.437,.553,15.2,.372,.503,14.1
1293,2018-12-05,64,62,Columbia,Colgate,0,126.0,+4.60,131,2.6,1.23,-3.83,107.51,105.18,75.7,70.2,67.8,.409,.585,16.8,.405,.532,15.5,215.0,-4.55,203,-2.1,-5.18,-2.14,99.50,106.25,73.5,73.3,69.4,.381,.542,16.2,.409,.547,17.4
1294,2018-12-05,82,47,Richmond,Coppin State,1,342.0,-20.33,341,-13.7,-18.90,-7.11,84.98,110.45,64.2,76.0,71.9,.460,.492,20.5,.401,.534,14.6,203.0,-3.31,174,-0.5,-1.37,-0.79,107.81,109.00,70.1,70.7,66.6,.402,.561,14.0,.381,.554,16.3
1295,2018-12-05,73,65,Air Force,Denver,1,312.0,-13.05,322,-9.5,-11.84,-2.97,97.65,113.80,69.5,77.3,69.1,.361,.537,17.4,.435,.585,14.3,243.0,-7.06,287,-6.5,-4.28,0.24,100.24,106.07,68.1,71.7,67.4,.400,.541,17.4,.462,.555,15.7
1296,2018-12-05,101,57,Toledo,Detroit,1,,,,,,,,,,,,,,,,,,61.0,+11.29,63,7.1,8.21,0.71,108.78,96.23,76.9,68.4,69.7,.432,.566,15.2,.349,.494,13.8
1297,2018-12-05,96,76,Oral Roberts,Florida Gulf Coast,0,213.0,-4.52,253,-4.6,-5.11,-1.48,99.23,105.54,71.3,73.8,71.1,.405,.552,18.8,.407,.542,17.0,290.0,-10.54,301,-7.3,-9.34,-1.91,100.67,113.25,72.3,77.6,69.1,.392,.549,17.5,.397,.570,13.0
1298,2018-12-05,75,66,Coastal Carolina,Hampton,1,170.0,-0.85,176,-0.6,-3.34,-5.06,103.51,107.39,81.3,76.3,73.3,.377,.545,12.7,.397,.527,14.7,154.0,+1.03,157,0.6,-0.50,-1.94,105.34,105.57,77.7,74.1,71.2,.386,.561,16.7,.451,.546,16.3
1299,2018-12-05,90,70,Washington State,Idaho,1,348.0,-23.78,346,-14.9,-18.74,-6.19,92.43,119.10,67.9,76.9,67.9,.384,.542,17.8,.434,.551,12.0,207.0,-3.79,235,-3.8,-1.67,2.20,106.11,108.23,74.8,78.7,71.6,.445,.562,17.1,.417,.564,15.0
1300,2018-12-05,94,75,Illinois-Chicago,Illinois State,1,205.0,-3.45,217,-2.9,-2.06,0.25,101.01,103.33,68.4,70.1,67.9,.389,.526,16.3,.407,.542,16.0,196.0,-2.78,216,-2.8,-3.15,-1.99,99.25,102.47,74.7,74.5,71.5,.455,.561,17.6,.378,.528,15.5
1301,2018-12-05,90,63,Connecticut,Lafayette,1,298.0,-11.27,289,-6.6,-11.17,-4.93,99.15,113.98,73.6,78.3,70.4,.412,.554,16.8,.356,.566,13.9,98.0,+6.78,98,4.5,6.81,4.32,108.75,98.76,73.8,71.3,69.7,.374,.538,15.9,.337,.539,17.5
1302,2018-12-05,97,87,Yale,Lehigh,1,169.0,-0.79,161,0.3,-2.34,-4.46,105.80,108.76,80.0,77.8,72.5,.383,.599,16.8,.425,.536,13.6,77.0,+8.79,73,6.4,5.52,-1.24,109.75,101.76,80.9,73.4,72.9,.350,.584,15.9,.380,.509,13.5
1303,2018-12-05,59,49,Cal State Fullerton,Loyola Marymount,0,134.0,+3.84,134,2.4,2.93,0.90,102.93,98.29,67.0,62.5,65.2,.283,.541,16.8,.428,.533,19.7,210.0,-4.15,191,-1.2,-3.29,-1.14,97.23,101.35,71.7,71.0,70.3,.308,.540,16.6,.333,.512,14.9
1304,2018-12-05,95,86,Drexel,Loyola (MD),1,270.0,-8.72,267,-5.4,-9.13,-4.60,98.31,110.40,72.9,77.4,70.4,.336,.548,17.3,.355,.590,18.2,251.0,-7.57,245,-4.3,-7.02,-2.93,103.66,112.56,75.8,77.3,70.0,.352,.557,14.8,.342,.567,13.3
1305,2018-12-05,93,82,Duquesne,Marshall,1,157.0,+0.56,165,-0.2,-0.64,-0.61,105.57,105.65,80.5,80.5,76.3,.447,.549,14.3,.353,.552,18.0,173.0,-0.90,162,0.2,0.53,-0.63,104.20,102.80,73.5,72.3,70.5,.444,.532,17.0,.346,.528,18.3
1306,2018-12-05,68,64,Florida Atlantic,Mercer,1,199.0,-3.06,187,-1.1,-2.86,-0.24,101.75,104.59,72.5,72.5,69.1,.380,.547,16.5,.470,.547,17.7,162.0,+0.03,206,-2.3,-1.42,-1.76,98.64,99.47,70.4,68.0,70.3,.454,.520,17.8,.411,.507,16.7
1307,2018-12-05,65,62,Wright State,Miami (OH),0,148.0,+1.62,160,0.4,0.77,2.31,104.12,102.55,70.8,69.8,68.8,.450,.529,16.1,.411,.532,15.5,117.0,+5.02,125,3.0,3.29,-0.89,106.16,100.77,73.2,67.6,67.4,.403,.543,14.6,.381,.548,18.3
1308,2018-12-05,79,51,Vanderbilt,Middle Tennessee,1,246.0,-7.28,277,-6.2,-6.09,1.44,96.16,103.71,66.9,72.3,70.3,.350,.505,19.5,.404,.534,15.4,155.0,+0.81,152,0.9,3.57,7.79,103.20,98.60,68.1,72.3,68.9,.422,.522,17.9,.356,.531,14.2
1309,2018-12-05,75,73,Hofstra,Monmouth,1,295.0,-10.89,283,-6.4,-10.66,-4.83,90.09,104.57,65.3,71.1,68.5,.295,.501,18.0,.514,.550,18.5,93.0,+7.37,74,6.3,4.68,-4.53,115.55,107.83,83.4,72.9,68.3,.389,.603,12.4,.370,.540,16.0
1310,2018-12-05,85,71,St. John's (NY),Mount St. Mary's,1,324.0,-15.28,321,-9.5,-14.57,-6.02,91.63,111.16,67.5,73.7,69.5,.412,.513,16.8,.389,.547,15.8,88.0,+7.61,76,6.2,7.88,5.50,109.56,98.26,77.1,74.8,72.6,.385,.548,13.0,.422,.545,18.5
1311,2018-12-05,80,65,Delaware,Navy,0,280.0,-9.88,288,-6.6,-10.09,-4.00,94.25,107.65,66.5,72.6,68.3,.368,.504,17.6,.429,.553,14.8,265.0,-8.28,260,-5.2,-7.91,-4.82,102.64,113.29,71.3,72.1,64.7,.413,.567,15.4,.379,.543,13.1
1312,2018-12-05,70,56,Texas-Rio Grande Valley,North Dakota,1,271.0,-8.76,249,-4.6,-8.78,-3.55,94.94,106.40,74.0,73.2,71.5,.365,.555,16.0,.336,.545,15.9,182.0,-1.50,220,-3.1,-2.04,-1.61,97.34,99.25,71.2,70.9,71.9,.297,.511,15.5,.345,.541,21.3
1313,2018-12-05,80,69,Indiana State,North Texas,0,158.0,+0.53,149,1.0,-0.25,-3.48,98.52,97.68,69.8,62.9,67.5,.439,.532,17.0,.370,.500,17.8,208.0,-3.99,230,-3.6,-2.72,0.62,100.77,103.83,69.2,71.5,69.2,.286,.533,16.6,.374,.552,17.3
1314,2018-12-05,82,61,Xavier,Ohio,1,184.0,-1.55,208,-2.4,-1.84,3.16,97.38,99.60,70.1,73.8,71.5,.344,.512,17.4,.391,.536,16.3,65.0,+10.60,65,6.9,9.61,8.06,112.30,98.11,72.2,70.6,66.5,.374,.553,16.5,.422,.531,13.7
1315,2018-12-05,74,71,Tulsa,Oklahoma State,1,83.0,+8.16,106,3.9,8.09,11.53,109.61,98.35,68.1,71.5,67.1,.419,.529,15.8,.423,.540,15.2,119.0,+4.94,127,2.8,4.65,3.86,105.70,98.39,71.8,71.0,69.9,.376,.550,16.2,.440,.513,15.1
1316,2018-12-05,87,78,Portland State,Portland,1,326.0,-15.64,329,-10.7,-10.80,0.51,93.71,108.64,64.9,74.7,68.4,.389,.513,17.3,.407,.552,14.2,286.0,-10.21,243,-4.2,-8.95,-5.78,98.13,109.85,77.3,75.1,72.2,.381,.522,15.9,.360,.563,18.3
1317,2018-12-05,64,59,Dartmouth,Quinnipiac,0,234.0,-6.21,218,-3.0,-6.78,-8.03,102.27,111.55,74.0,72.7,67.6,.534,.563,16.9,.369,.528,13.6,218.0,-4.70,192,-1.2,-5.75,-3.00,100.69,108.04,72.0,70.5,68.3,.412,.552,15.6,.339,.541,14.9
1318,2018-12-05,68,62,Canisius,Robert Morris,1,269.0,-8.72,238,-3.9,-9.41,-7.62,92.70,105.14,69.9,68.7,68.2,.396,.534,18.1,.380,.554,20.0,282.0,-9.91,254,-4.7,-8.79,-4.85,98.61,110.56,70.3,74.3,68.5,.431,.534,16.4,.373,.567,17.9
1319,2018-12-05,92,82,Princeton,Saint Joseph's,0,189.0,-1.89,175,-0.6,-0.43,1.66,105.03,105.11,70.5,72.6,68.8,.447,.521,12.0,.441,.545,14.0,175.0,-1.06,173,-0.5,-3.43,-0.89,96.62,100.59,69.6,69.7,69.8,.408,.511,15.7,.362,.523,15.7
1320,2018-12-05,61,56,Southern Illinois,Saint Louis,1,106.0,+6.02,99,4.5,5.06,2.23,101.73,93.52,66.6,63.8,67.0,.329,.492,16.0,.376,.509,17.1,146.0,+1.79,145,1.3,1.39,-0.17,103.02,100.50,68.6,67.0,66.8,.331,.554,18.4,.396,.522,16.5
1321,2018-12-05,73,61,San Diego State,San Diego,0,90.0,+7.58,87,5.2,6.12,3.61,106.47,97.07,72.0,68.2,68.0,.404,.562,16.8,.324,.532,16.0,125.0,+4.83,103,4.1,5.29,2.47,104.71,97.38,71.7,67.4,68.9,.372,.539,15.8,.420,.512,16.6
1322,2018-12-05,79,60,University of California,San Francisco,0,67.0,+9.93,62,7.1,8.56,1.13,111.99,98.83,76.1,67.8,67.3,.393,.556,13.1,.332,.520,15.3,241.0,-6.84,275,-6.1,-3.16,5.42,103.62,107.65,68.4,77.0,68.5,.341,.525,14.8,.418,.596,17.9
1323,2018-12-05,82,40,St. Bonaventure,Siena,1,267.0,-8.38,251,-4.6,-7.90,-6.47,99.79,110.88,64.6,66.0,61.5,.477,.536,13.9,.359,.549,15.8,121.0,+4.92,110,3.6,3.34,0.25,101.49,95.44,66.2,63.1,65.1,.332,.518,16.2,.430,.501,17.2
1324,2018-12-05,71,60,New Orleans,South Alabama,1,214.0,-4.52,214,-2.6,-4.46,-2.71,101.13,106.30,72.9,72.5,68.9,.404,.563,17.2,.363,.545,17.2,262.0,-8.10,282,-6.4,-8.88,-6.47,94.20,105.82,72.2,70.5,71.1,.292,.526,18.6,.339,.530,20.8
1325,2018-12-05,73,64,Wyoming,South Carolina,1,70.0,+9.55,78,6.0,8.34,9.63,106.94,94.47,72.7,72.4,71.2,.347,.520,16.2,.395,.535,18.0,317.0,-13.86,330,-10.8,-9.75,0.19,93.40,106.30,65.8,75.3,70.2,.435,.534,18.6,.407,.551,15.1
1326,2018-12-05,79,77,Eastern Kentucky,USC Upstate,1,,,,,,,,,,,,,,,,,,235.0,-6.23,226,-3.4,-7.40,-2.47,98.07,106.26,82.6,83.1,79.9,.392,.523,15.4,.346,.561,19.8
1327,2018-12-05,82,71,Long Beach State,Southern Utah,1,273.0,-9.40,271,-5.7,-8.91,-6.22,94.12,105.92,75.7,75.5,73.5,.400,.546,16.5,.383,.537,15.7,,,,,,,,,,,,,,,,,
1328,2018-12-05,69,62,Manhattan,Stony Brook,0,166.0,-0.42,151,1.0,-2.10,-6.48,96.93,99.73,71.6,66.3,69.9,.369,.521,17.4,.420,.494,16.6,323.0,-15.15,316,-9.0,-12.89,-7.32,86.61,105.07,57.3,62.8,62.8,.411,.492,20.7,.418,.551,20.6
1329,2018-12-05,87,74,Tulane,Tennessee-Martin,1,289.0,-10.35,297,-6.9,-10.94,-4.32,102.17,116.18,76.0,80.2,71.2,.379,.544,16.2,.415,.582,16.8,283.0,-9.99,284,-6.4,-6.72,3.63,95.88,104.38,67.2,77.5,72.0,.376,.505,18.5,.387,.533,12.9
1330,2018-12-05,67,59,Southern Methodist,TCU,0,,,,,,,,,,,,,,,,,,107.0,+5.98,100,4.5,5.81,4.12,112.06,102.96,72.0,70.3,66.5,.410,.540,14.1,.411,.532,14.9
1331,2018-12-05,61,55,Texas A&M-Corpus Christi,Texas State,0,138.0,+3.53,119,3.1,1.54,-3.00,101.26,97.97,72.6,64.8,68.5,.377,.537,16.5,.393,.518,19.0,287.0,-10.25,303,-7.4,-9.11,-5.68,92.12,104.38,66.4,66.4,67.3,.344,.516,18.1,.408,.527,18.1
1332,2018-12-05,68,64,George Washington,Towson,1,291.0,-10.67,273,-6.0,-8.44,-3.57,97.86,109.79,67.8,71.7,64.5,.296,.514,15.6,.461,.554,13.6,293.0,-10.81,280,-6.3,-6.65,1.20,95.75,105.12,63.5,71.4,67.5,.343,.493,16.3,.402,.535,15.0
1333,2018-12-05,95,80,Brigham Young,Utah State,1,38.0,+15.41,49,8.9,11.98,0.89,111.31,93.92,78.7,67.1,70.0,.379,.575,15.8,.398,.504,15.6,86.0,+7.72,94,4.8,6.15,3.31,111.07,101.58,79.0,76.1,71.9,.364,.566,13.7,.366,.545,15.5
1334,2018-12-05,54,53,Texas,Virginia Commonwealth,0,42.0,+14.89,41,10.0,11.96,2.87,104.02,86.24,71.0,61.9,69.0,.412,.535,17.3,.332,.478,20.0,25.0,+19.11,28,11.8,16.06,11.46,114.59,90.80,71.0,66.4,66.4,.435,.537,14.1,.358,.517,16.5
1335,2018-12-05,71,52,Fresno State,Weber State,1,224.0,-5.03,198,-1.6,-4.37,-6.12,99.72,105.93,79.3,74.4,73.4,.354,.576,14.4,.327,.512,13.9,71.0,+9.36,68,6.7,8.99,0.67,109.80,96.55,76.5,67.6,69.6,.481,.573,15.8,.411,.519,17.4
1336,2018-12-05,100,67,North Carolina State,Western Carolina,1,277.0,-9.58,290,-6.7,-9.28,0.34,98.40,110.34,72.0,80.1,71.3,.459,.564,22.0,.382,.571,13.1,41.0,+14.98,29,11.7,14.94,6.22,114.59,94.04,80.1,71.3,71.8,.358,.547,14.6,.343,.532,18.8
1337,2018-12-05,68,64,Stetson,Western Illinois,1,294.0,-10.86,293,-6.7,-10.04,-5.18,94.47,108.07,70.9,73.3,69.5,.337,.531,14.6,.383,.538,13.6,325.0,-15.46,335,-11.9,-15.01,-3.46,94.60,113.73,69.4,78.4,71.6,.349,.489,15.2,.408,.565,16.0
1338,2018-12-05,84,78,Missouri State,Western Kentucky,1,116.0,+5.20,120,3.1,3.14,0.96,103.93,98.50,71.4,69.3,69.0,.318,.539,17.1,.408,.515,16.1,171.0,-0.85,172,-0.4,-1.20,-1.03,102.85,103.23,68.9,67.4,66.5,.379,.548,16.1,.368,.558,19.2
1339,2018-12-05,71,53,Old Dominion,William & Mary,1,219.0,-4.79,223,-3.2,-4.78,-2.08,101.52,107.97,74.9,76.9,69.2,.415,.567,16.0,.366,.561,13.7,113.0,+5.45,109,3.6,3.74,-1.18,100.39,93.82,65.7,60.8,65.6,.373,.499,15.0,.405,.489,16.3
1340,2018-12-06,98,84,Iowa,Iowa State,1,15.0,+22.09,15,14.5,18.07,9.30,119.63,93.06,76.9,68.1,68.2,.396,.575,13.9,.392,.511,15.9,37.0,+16.02,37,10.5,14.27,9.84,119.12,98.29,78.3,73.9,70.2,.390,.569,15.1,.412,.540,16.0
1341,2018-12-06,62,60,Purdue,Maryland,1,24.0,+19.29,26,12.0,16.01,10.09,114.24,90.84,71.4,65.5,66.6,.370,.550,16.5,.394,.493,12.3,9.0,+26.81,9,17.4,21.40,11.99,123.61,91.72,76.7,67.3,66.1,.455,.563,13.5,.432,.527,16.3
1342,2018-12-06,67,65,San Jose State,Bethune-Cookman,1,306.0,-11.92,276,-6.1,-11.98,-9.74,90.85,106.40,73.9,72.4,74.3,.334,.514,18.4,.357,.504,17.6,343.0,-21.99,347,-15.1,-16.37,0.59,91.40,113.43,65.9,81.7,71.3,.363,.496,19.0,.478,.576,13.6
1343,2018-12-06,80,56,Wake Forest,Charlotte,1,297.0,-11.16,314,-8.8,-8.34,-0.89,94.49,106.13,61.2,68.7,65.8,.426,.525,19.8,.423,.549,15.8,174.0,-0.93,167,-0.2,1.21,8.47,104.62,102.37,68.4,75.6,68.8,.353,.496,16.3,.403,.562,14.2
1344,2018-12-06,75,61,Milwaukee,Drake,0,135.0,+3.76,137,2.3,2.52,-0.66,105.19,101.01,75.4,70.2,69.6,.398,.573,16.7,.364,.513,14.9,296.0,-11.00,296,-6.9,-8.90,-2.50,97.25,109.15,69.2,74.7,68.9,.380,.521,15.6,.451,.547,13.4
1345,2018-12-06,90,71,Seattle,Omaha,1,164.0,-0.20,163,0.1,-2.32,-3.39,108.12,110.61,78.8,76.7,70.0,.360,.568,12.0,.440,.575,15.4,190.0,-1.99,204,-2.2,-1.47,-3.85,100.58,102.05,73.3,69.2,69.7,.330,.535,15.1,.331,.509,14.3
1346,2018-12-06,87,86,Fairfield,Oakland,0,187.0,-1.77,183,-1.0,-2.27,-1.48,107.55,110.10,76.8,76.2,69.9,.439,.583,16.4,.368,.554,15.0,301.0,-11.43,274,-6.0,-10.20,-7.14,93.94,108.08,66.8,69.9,68.1,.422,.530,18.2,.356,.560,18.9
1347,2018-12-06,75,71,UC-Riverside,Pepperdine,1,151.0,+1.43,154,0.6,0.90,0.63,106.20,104.23,75.6,74.4,70.7,.420,.564,15.9,.397,.563,18.4,322.0,-15.09,307,-8.1,-11.12,-3.19,96.74,112.98,65.2,69.1,64.3,.416,.541,17.6,.364,.560,14.7
1348,2018-12-06,80,69,Arizona,Utah Valley,1,104.0,+6.22,136,2.4,3.00,-2.30,107.10,102.23,77.1,70.7,70.4,.384,.588,17.5,.362,.521,14.7,94.0,+7.35,92,4.9,8.32,6.32,106.47,94.40,70.9,68.9,68.6,.376,.526,14.7,.369,.538,18.0
1349,2018-12-07,72,66,Arizona State,Nevada,0,27.0,+18.18,21,12.9,16.00,2.68,114.62,92.01,80.1,66.8,70.7,.428,.570,12.9,.399,.505,17.0,57.0,+11.55,60,7.4,10.28,6.04,109.51,94.53,77.6,73.4,72.5,.355,.543,16.1,.435,.525,16.7
1350,2018-12-07,90,68,Columbia,Bryant,1,327.0,-15.64,323,-9.6,-15.19,-7.66,95.78,116.07,69.6,77.1,69.2,.421,.529,16.3,.381,.581,16.2,215.0,-4.55,203,-2.1,-5.18,-2.14,99.50,106.25,73.5,73.3,69.4,.381,.542,16.2,.409,.547,17.4
1351,2018-12-07,68,66,Santa Clara,Idaho State,0,329.0,-16.18,317,-9.1,-13.17,-4.81,100.44,118.46,73.3,79.0,68.9,.432,.555,15.4,.377,.580,13.2,186.0,-1.77,209,-2.5,-1.91,0.92,100.74,102.44,68.2,70.1,67.4,.401,.550,18.4,.343,.523,14.2
1352,2018-12-07,66,53,George Mason,James Madison,1,285.0,-10.03,291,-6.7,-8.52,-4.07,98.73,110.61,70.4,73.0,66.0,.360,.541,16.4,.350,.553,14.7,156.0,+0.56,147,1.2,0.84,0.08,103.63,101.50,70.1,69.4,68.1,.343,.537,16.6,.391,.528,16.0
1353,2018-12-07,96,93,Stephen F. Austin,Louisiana Tech,0,141.0,+2.88,144,1.4,0.95,-2.31,103.50,101.31,72.3,67.7,68.0,.392,.529,14.6,.392,.521,17.0,311.0,-12.94,312,-8.6,-10.99,-5.92,93.30,108.15,70.2,72.0,69.8,.347,.530,18.2,.439,.548,19.3
1354,2018-12-07,79,78,Providence,Massachusetts,0,236.0,-6.29,201,-1.9,-3.02,-0.18,103.29,107.39,70.7,73.6,68.4,.400,.538,17.5,.348,.555,14.9,79.0,+8.65,75,6.3,8.29,6.71,105.97,93.67,71.4,69.8,68.8,.350,.519,16.0,.374,.533,17.7
1355,2018-12-07,85,60,Saint Mary's (CA),New Mexico,1,188.0,-1.85,182,-0.9,-0.55,1.61,103.22,103.12,76.3,76.7,74.5,.438,.536,16.6,.337,.543,16.2,31.0,+17.31,38,10.4,12.58,4.40,115.23,95.57,72.4,64.3,64.3,.352,.568,14.1,.316,.523,14.6
1356,2018-12-07,75,74,Elon,North Carolina-Greensboro,0,87.0,+7.63,80,5.7,4.08,-0.90,105.03,98.52,76.1,67.9,69.9,.375,.548,14.5,.387,.536,20.6,309.0,-12.41,311,-8.5,-11.53,-3.56,96.60,112.01,70.8,76.4,69.0,.506,.547,16.6,.398,.556,13.5
1357,2018-12-07,80,64,Missouri,Oral Roberts,1,290.0,-10.54,301,-7.3,-9.34,-1.91,100.67,113.25,72.3,77.6,69.1,.392,.549,17.5,.397,.570,13.0,68.0,+9.78,83,5.5,8.60,9.16,107.58,94.57,67.2,67.8,66.1,.412,.534,18.2,.407,.534,16.0
1358,2018-12-07,101,92,South Dakota State,Southern,1,335.0,-17.91,334,-11.8,-16.79,-7.37,90.49,113.41,64.9,73.8,68.3,.318,.522,20.4,.359,.581,19.4,92.0,+7.46,82,5.5,5.92,-4.74,111.93,103.54,84.5,73.5,72.8,.408,.615,14.6,.477,.524,14.2
1359,2018-12-07,96,61,Southern California,TCU,0,,,,,,,,,,,,,,,,,,82.0,+8.25,84,5.5,8.23,4.96,110.26,98.16,76.3,73.0,71.0,.360,.546,14.5,.387,.519,15.7
1360,2018-12-08,63,60,Kansas,New Mexico State,1,53.0,+13.62,56,7.9,10.05,-2.38,113.05,97.79,78.1,64.5,68.3,.467,.562,14.7,.401,.520,17.5,17.0,+21.57,18,14.2,18.35,12.79,115.57,89.20,75.7,70.1,70.3,.349,.555,16.1,.418,.507,15.4
1361,2018-12-08,91,58,Duke,Yale,1,77.0,+8.79,73,6.4,5.52,-1.24,109.75,101.76,80.9,73.4,72.9,.350,.584,15.9,.380,.509,13.5,4.0,+30.62,3,21.3,26.90,11.98,121.54,84.16,82.7,67.8,73.2,.373,.561,14.8,.349,.479,16.7
1362,2018-12-08,89,78,Michigan,South Carolina,1,70.0,+9.55,78,6.0,8.34,9.63,106.94,94.47,72.7,72.4,71.2,.347,.520,16.2,.395,.535,18.0,6.0,+28.32,8,17.8,21.82,10.55,115.33,82.49,69.6,58.3,65.4,.399,.542,12.3,.301,.467,15.8
1363,2018-12-08,82,72,Auburn,Dayton,1,62.0,+11.27,54,8.1,9.67,2.91,111.98,97.27,72.9,66.2,66.2,.345,.583,16.7,.405,.505,14.6,11.0,+25.00,12,16.4,20.84,10.92,121.33,91.64,79.7,68.8,69.2,.494,.569,14.3,.435,.545,21.3
1364,2018-12-08,84,83,Seton Hall,Kentucky,1,8.0,+27.57,7,18.3,21.43,10.29,119.35,87.30,75.8,64.7,67.3,.296,.571,15.9,.386,.498,15.7,60.0,+11.50,57,7.7,10.25,8.34,109.58,94.29,73.8,71.9,70.1,.367,.533,15.2,.402,.535,17.3
1365,2018-12-08,63,59,Florida,Michigan State,0,3.0,+30.81,4,19.8,24.93,12.34,122.55,86.17,77.6,65.0,68.1,.378,.585,16.0,.372,.471,12.9,26.0,+18.30,30,11.6,15.42,11.22,111.92,89.12,67.8,63.6,64.7,.433,.530,15.4,.381,.515,19.2
1366,2018-12-08,79,71,Connecticut,Florida State,0,14.0,+22.39,14,14.6,17.99,10.26,113.40,87.45,74.9,67.2,69.5,.377,.545,16.2,.388,.514,18.0,98.0,+6.78,98,4.5,6.81,4.32,108.75,98.76,73.8,71.3,69.7,.374,.538,15.9,.337,.539,17.5
1367,2018-12-08,74,69,Marquette,Wisconsin,1,16.0,+21.94,17,14.3,17.90,11.01,112.42,85.73,68.6,61.7,64.8,.346,.531,13.0,.350,.479,15.0,33.0,+16.52,32,11.5,14.78,6.96,113.04,91.98,77.3,69.5,70.7,.417,.572,16.9,.356,.500,14.5
1368,2018-12-08,47,46,Tulsa,Kansas State,1,20.0,+20.06,22,12.7,15.39,9.18,108.91,85.76,65.8,59.6,64.9,.384,.520,15.2,.429,.511,20.3,119.0,+4.94,127,2.8,4.65,3.86,105.70,98.39,71.8,71.0,69.9,.376,.550,16.2,.440,.513,15.1
1369,2018-12-08,80,62,St. Bonaventure,Buffalo,0,22.0,+19.85,24,12.6,15.56,2.62,114.89,93.68,84.4,70.8,74.5,.436,.561,13.8,.363,.509,18.1,121.0,+4.92,110,3.6,3.34,0.25,101.49,95.44,66.2,63.1,65.1,.332,.518,16.2,.430,.501,17.2
1370,2018-12-08,70,58,Villanova,Saint Joseph's,1,189.0,-1.89,175,-0.6,-0.43,1.66,105.03,105.11,70.5,72.6,68.8,.447,.521,12.0,.441,.545,14.0,30.0,+17.33,25,12.5,14.33,7.97,117.31,96.22,73.7,67.4,65.0,.535,.565,14.2,.397,.531,15.4
1371,2018-12-08,82,71,Mississippi State,Clemson,1,36.0,+16.14,33,10.9,13.85,8.99,109.15,88.54,68.8,63.9,67.3,.356,.543,17.3,.396,.513,17.6,21.0,+20.04,20,12.9,15.96,9.07,117.66,94.21,77.3,70.4,68.6,.391,.574,16.5,.366,.536,17.0
1372,2018-12-08,55,41,Maryland,Loyola (IL),1,131.0,+4.18,117,3.2,3.99,-0.16,104.63,98.04,65.6,60.8,63.7,.334,.573,17.3,.391,.532,18.7,24.0,+19.29,26,12.0,16.01,10.09,114.24,90.84,71.4,65.5,66.6,.370,.550,16.5,.394,.493,12.3
